type,title,cast,country,rating,listed_in,cast_list,combination
TV Show,american odyssey,anna friel  peter facinelli  jake robinson,united states,TV-14,"tv dramas, tv thrillers",Anna Friel  Peter Facinelli  Jake Robinson,"TV Show TV-14 tv dramas, tv thrillers united states anna friel  peter facinelli  jake robinson"
TV Show,an innocent mistake,jason wang  mathilde lin  mo tzu yi,taiwan,TV-14,"international tv shows, romantic tv shows, tv dramas",Jason Wang  Mathilde Lin  Mo Tzu Yi,"TV Show TV-14 international tv shows, romantic tv shows, tv dramas taiwan jason wang  mathilde lin  mo tzu yi"
TV Show,ancient aliens,robert clotworthy,united states,TV-14,"docuseries, science & nature tv",Robert Clotworthy,"TV Show TV-14 docuseries, science & nature tv united states robert clotworthy"
TV Show,anjaan: rural myths,unknown,india,TV-14,"international tv shows, tv horror, tv thrillers",unknown,"TV Show TV-14 international tv shows, tv horror, tv thrillers india unknown"
TV Show,anjaan: special crimes unit,gashmeer mahajani  heena parmar,india,TV-14,"international tv shows, tv horror, tv mysteries",Gashmeer Mahajani  Heena Parmar,"TV Show TV-14 international tv shows, tv horror, tv mysteries india gashmeer mahajani  heena parmar"
TV Show,anthony bourdain: parts unknown,anthony bourdain,united states,TV-PG,docuseries,Anthony Bourdain,TV Show TV-PG docuseries united states anthony bourdain
TV Show,忍者ハットリくん,unknown,japan,TV-Y7,"anime series, kids' tv",unknown,"TV Show TV-Y7 anime series, kids' tv japan unknown"
TV Show,atomic puppet,eric bauza  lisa norton  carlos díaz,"canada, france",TV-Y7,"crime tv shows, kids' tv, tv comedies",Eric Bauza  Lisa Norton  Carlos Díaz,"TV Show TV-Y7 crime tv shows, kids' tv, tv comedies canada, france eric bauza  lisa norton  carlos díaz"
TV Show,aussie gold hunters,unknown,australia,TV-MA,"docuseries, international tv shows, reality tv",unknown,"TV Show TV-MA docuseries, international tv shows, reality tv australia unknown"
TV Show,bad education,jack whitehall  mathew horne  sarah solemani,united kingdom,TV-MA,"british tv shows, tv comedies",Jack Whitehall  Mathew Horne  Sarah Solemani,"TV Show TV-MA british tv shows, tv comedies united kingdom jack whitehall  mathew horne  sarah solemani"
TV Show,badalte rishton ki dastaan,additi gupta  sanjeeda sheikh  kiran karmarkar,india,TV-14,"international tv shows, tv dramas",Additi Gupta  Sanjeeda Sheikh  Kiran Karmarkar,"TV Show TV-14 international tv shows, tv dramas india additi gupta  sanjeeda sheikh  kiran karmarkar"
TV Show,bala loca,alejandro goic  trinidad gonzález  ingrid isensee,chile,TV-MA,"international tv shows, spanish-language tv shows, tv dramas",Alejandro Goic  Trinidad González  Ingrid Isensee,"TV Show TV-MA international tv shows, spanish-language tv shows, tv dramas chile alejandro goic  trinidad gonzález  ingrid isensee"
TV Show,bangkok bachelors,sean jindachot  nutt devahastin na ayudhya  patharamanop isariy,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Sean Jindachot  Nutt Devahastin Na Ayudhya  Patharamanop Isariy,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown sean jindachot  nutt devahastin na ayudhya  patharamanop isariy"
TV Show,bat pat,rosa romay  alberto escobal  jaime de diego,italy,TV-Y,kids' tv,Rosa Romay  Alberto Escobal  Jaime de Diego,TV Show TV-Y kids' tv italy rosa romay  alberto escobal  jaime de diego
TV Show,bates motel,vera farmiga  freddie highmore  max thieriot,united states,TV-MA,"crime tv shows, tv dramas, tv horror",Vera Farmiga  Freddie Highmore  Max Thieriot,"TV Show TV-MA crime tv shows, tv dramas, tv horror united states vera farmiga  freddie highmore  max thieriot"
TV Show,battle creek,josh duhamel  dean winters  aubrey dollar,united states,TV-14,"crime tv shows, tv comedies, tv dramas",Josh Duhamel  Dean Winters  Aubrey Dollar,"TV Show TV-14 crime tv shows, tv comedies, tv dramas united states josh duhamel  dean winters  aubrey dollar"
TV Show,battlefield recovery,unknown,united kingdom,TV-PG,"british tv shows, docuseries, reality tv",unknown,"TV Show TV-PG british tv shows, docuseries, reality tv united kingdom unknown"
TV Show,be-be-bears,nataliya medvedeva  polina kutepova,russia,TV-Y,kids' tv,Nataliya Medvedeva  Polina Kutepova,TV Show TV-Y kids' tv russia nataliya medvedeva  polina kutepova
TV Show,beast legends,steve leonard  francis manapul  kathryn denning,canada,TV-PG,docuseries,Steve Leonard  Francis Manapul  Kathryn Denning,TV Show TV-PG docuseries canada steve leonard  francis manapul  kathryn denning
TV Show,beating again,kyung-ho jung  so-yeon kim  hyun-min yoon,south korea,TV-14,"international tv shows, korean tv shows, romantic tv shows",Kyung-ho Jung  So-yeon Kim  Hyun-min Yoon,"TV Show TV-14 international tv shows, korean tv shows, romantic tv shows south korea kyung-ho jung  so-yeon kim  hyun-min yoon"
TV Show,beauty & the beast,kristin kreuk  jay ryan  max brown,canada,TV-14,"crime tv shows, romantic tv shows, tv dramas",Kristin Kreuk  Jay Ryan  Max Brown,"TV Show TV-14 crime tv shows, romantic tv shows, tv dramas canada kristin kreuk  jay ryan  max brown"
TV Show,beauty and the bitches,methinee kingpayome  son songpaisarn  yingying sarucha,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Methinee Kingpayome  Son Songpaisarn  Yingying Sarucha,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown methinee kingpayome  son songpaisarn  yingying sarucha"
TV Show,behind the newsroom,pok piyatida woramusik  willie ruengrit mcintosh  charebelle lanlalin,unknown,TV-MA,"international tv shows, romantic tv shows, tv dramas",Pok Piyatida Woramusik  Willie Ruengrit McIntosh  Charebelle Lanlalin,"TV Show TV-MA international tv shows, romantic tv shows, tv dramas unknown pok piyatida woramusik  willie ruengrit mcintosh  charebelle lanlalin"
TV Show,behzat ç.,erdal beşikçioğlu  fatih artman  i̇nanç konukçu,turkey,TV-MA,"crime tv shows, international tv shows, tv dramas",Erdal Beşikçioğlu  Fatih Artman  İnanç Konukçu,"TV Show TV-MA crime tv shows, international tv shows, tv dramas turkey erdal beşikçioğlu  fatih artman  i̇nanç konukçu"
TV Show,being mary jane: the series,gabrielle union  lisa vidal  margaret avery,united states,TV-14,"romantic tv shows, tv dramas",Gabrielle Union  Lisa Vidal  Margaret Avery,"TV Show TV-14 romantic tv shows, tv dramas united states gabrielle union  lisa vidal  margaret avery"
TV Show,ben 10,tara strong  montse hernandez  david kaye,united states,TV-Y7,kids' tv,Tara Strong  Montse Hernandez  David Kaye,TV Show TV-Y7 kids' tv united states tara strong  montse hernandez  david kaye
TV Show,beyblade: metal fusion,aki kanada  satoshi hino  emiri kato,japan,TV-Y7,"anime series, kids' tv",Aki Kanada  Satoshi Hino  Emiri Kato,"TV Show TV-Y7 anime series, kids' tv japan aki kanada  satoshi hino  emiri kato"
TV Show,bh se bhade,deven bhojani  suchita trivedi  sarita joshi,india,TV-PG,"international tv shows, tv comedies",Deven Bhojani  Suchita Trivedi  Sarita Joshi,"TV Show TV-PG international tv shows, tv comedies india deven bhojani  suchita trivedi  sarita joshi"
TV Show,bhaage re mann,karuna pandey  chandan anand  kanika shivpuri,india,TV-14,"international tv shows, romantic tv shows, tv dramas",Karuna Pandey  Chandan Anand  Kanika Shivpuri,"TV Show TV-14 international tv shows, romantic tv shows, tv dramas india karuna pandey  chandan anand  kanika shivpuri"
TV Show,big bad beetleborgs,wesley barker  herbie baez  elisabeth lund,"united states, france, japan",TV-G,"kids' tv, tv comedies",Wesley Barker  Herbie Baez  Elisabeth Lund,"TV Show TV-G kids' tv, tv comedies united states, france, japan wesley barker  herbie baez  elisabeth lund"
TV Show,"big dreams, small spaces",monty don,united kingdom,TV-G,"british tv shows, international tv shows, reality tv",Monty Don,"TV Show TV-G british tv shows, international tv shows, reality tv united kingdom monty don"
TV Show,bitten,laura vandervoort  greyston holt  greg bryk,canada,TV-MA,"international tv shows, tv dramas, tv horror",Laura Vandervoort  Greyston Holt  Greg Bryk,"TV Show TV-MA international tv shows, tv dramas, tv horror canada laura vandervoort  greyston holt  greg bryk"
TV Show,bitter daisies,maría mera  toni salgado  miquel insua,spain,TV-MA,"crime tv shows, international tv shows, tv dramas",María Mera  Toni Salgado  Miquel Insua,"TV Show TV-MA crime tv shows, international tv shows, tv dramas spain maría mera  toni salgado  miquel insua"
TV Show,black heart,barış kılıç  tuvana türkay  serhat tutumluer,turkey,TV-14,"crime tv shows, international tv shows, tv dramas",Barış Kılıç  Tuvana Türkay  Serhat Tutumluer,"TV Show TV-14 crime tv shows, international tv shows, tv dramas turkey barış kılıç  tuvana türkay  serhat tutumluer"
TV Show,blood & treasures,nawat kulrattanarak  woranuch wongsawan  jespipat tilapornputt,thailand,TV-14,"international tv shows, tv dramas, tv sci-fi & fantasy",Nawat Kulrattanarak  Woranuch Wongsawan  Jespipat Tilapornputt,"TV Show TV-14 international tv shows, tv dramas, tv sci-fi & fantasy thailand nawat kulrattanarak  woranuch wongsawan  jespipat tilapornputt"
TV Show,blue planet ii,david attenborough,united kingdom,TV-G,"british tv shows, docuseries, science & nature tv",David Attenborough,"TV Show TV-G british tv shows, docuseries, science & nature tv united kingdom david attenborough"
TV Show,bob ross: beauty is everywhere,bob ross,unknown,TV-G,tv shows,Bob Ross,TV Show TV-G tv shows unknown bob ross
TV Show,bondi rescue,andrew günsberg  dean gladstone  bruce hopkins,australia,TV-PG,reality tv,Andrew Günsberg  Dean Gladstone  Bruce Hopkins,TV Show TV-PG reality tv australia andrew günsberg  dean gladstone  bruce hopkins
TV Show,border patrol,timothy balme,unknown,TV-PG,reality tv,Timothy Balme,TV Show TV-PG reality tv unknown timothy balme
TV Show,borderline,david avery  jackie clune  david elms,united kingdom,TV-14,"british tv shows, tv comedies",David Avery  Jackie Clune  David Elms,"TV Show TV-14 british tv shows, tv comedies united kingdom david avery  jackie clune  david elms"
TV Show,botched up bodies,charlie brooks  sue johnston,united kingdom,TV-MA,"british tv shows, docuseries, international tv shows",Charlie Brooks  Sue Johnston,"TV Show TV-MA british tv shows, docuseries, international tv shows united kingdom charlie brooks  sue johnston"
TV Show,brain games,jason silva,united states,TV-G,"docuseries, science & nature tv",Jason Silva,"TV Show TV-G docuseries, science & nature tv united states jason silva"
TV Show,brave miss world,linor abargil,"united states, israel, italy, south africa",TV-14,"crime tv shows, docuseries",Linor Abargil,"TV Show TV-14 crime tv shows, docuseries united states, israel, italy, south africa linor abargil"
TV Show,braxton family values,toni braxton  trina braxton  traci braxton,united states,TV-PG,reality tv,Toni Braxton  Trina Braxton  Traci Braxton,TV Show TV-PG reality tv united states toni braxton  trina braxton  traci braxton
TV Show,bringing sexy back,samantha armstrong,unknown,TV-14,"international tv shows, reality tv",Samantha Armstrong,"TV Show TV-14 international tv shows, reality tv unknown samantha armstrong"
TV Show,brown nation,rajeev varma  shenaz treasury  kapil bawa,united states,TV-14,tv comedies,Rajeev Varma  Shenaz Treasury  Kapil Bawa,TV Show TV-14 tv comedies united states rajeev varma  shenaz treasury  kapil bawa
TV Show,buddha,himanshu soni  kajal jain  sanket choukse,unknown,TV-PG,"international tv shows, tv dramas",Himanshu Soni  Kajal Jain  Sanket Choukse,"TV Show TV-PG international tv shows, tv dramas unknown himanshu soni  kajal jain  sanket choukse"
TV Show,"bure kaam bura natija, kyun bhai chacha haan bhatija",unknown,unknown,TV-PG,kids' tv,unknown,TV Show TV-PG kids' tv unknown unknown
TV Show,burnistoun,iain connell  robert florence  kirsty strain,united kingdom,TV-MA,"british tv shows, tv comedies",Iain Connell  Robert Florence  Kirsty Strain,"TV Show TV-MA british tv shows, tv comedies united kingdom iain connell  robert florence  kirsty strain"
TV Show,cabins in the wild with dick strawbridge,dick strawbridge  william hardie,united kingdom,TV-PG,"british tv shows, international tv shows, reality tv",Dick Strawbridge  William Hardie,"TV Show TV-PG british tv shows, international tv shows, reality tv united kingdom dick strawbridge  william hardie"
TV Show,cain and abel,so ji-sub  shin hyun-joon  chae jung-an,south korea,TV-MA,"international tv shows, korean tv shows, romantic tv shows",So Ji-sub  Shin Hyun-joon  Chae Jung-an,"TV Show TV-MA international tv shows, korean tv shows, romantic tv shows south korea so ji-sub  shin hyun-joon  chae jung-an"
TV Show,calico critters,georgie fuller  jessica hinds-mingo  mayumi kawai,unknown,TV-Y,kids' tv,Georgie Fuller  Jessica Hinds-Mingo  Mayumi Kawai,TV Show TV-Y kids' tv unknown georgie fuller  jessica hinds-mingo  mayumi kawai
TV Show,call me francis,rodrigo de la serna  sergio hernández  mercedes morán,italy,TV-14,"international tv shows, spanish-language tv shows, tv dramas",Rodrigo de la Serna  Sergio Hernández  Mercedes Morán,"TV Show TV-14 international tv shows, spanish-language tv shows, tv dramas italy rodrigo de la serna  sergio hernández  mercedes morán"
TV Show,camelia la texana,sara maldonado  erik hayser  andrés palacios,"mexico, united states",TV-14,"crime tv shows, romantic tv shows, spanish-language tv shows",Sara Maldonado  Erik Hayser  Andrés Palacios,"TV Show TV-14 crime tv shows, romantic tv shows, spanish-language tv shows mexico, united states sara maldonado  erik hayser  andrés palacios"
TV Show,camp x,unknown,canada,TV-MA,docuseries,unknown,TV Show TV-MA docuseries canada unknown
TV Show,can we get married?,sung jun  so-min jung  sung-min kim,south korea,TV-14,"international tv shows, korean tv shows, romantic tv shows",Sung Jun  So-min Jung  Sung-min Kim,"TV Show TV-14 international tv shows, korean tv shows, romantic tv shows south korea sung jun  so-min jung  sung-min kim"
TV Show,cannabis,jean-michel correia  yasin houicha  pedro casablanc,france,TV-MA,"crime tv shows, international tv shows, tv dramas",Jean-Michel Correia  Yasin Houicha  Pedro Casablanc,"TV Show TV-MA crime tv shows, international tv shows, tv dramas france jean-michel correia  yasin houicha  pedro casablanc"
TV Show,care bears: welcome to care-a-lot,david lodge  patty mattson  doug erholtz,united states,TV-Y,kids' tv,David Lodge  Patty Mattson  Doug Erholtz,TV Show TV-Y kids' tv united states david lodge  patty mattson  doug erholtz
TV Show,case closed,minami takayama  alison retzloff  wakana yamazaki,japan,TV-14,"anime series, crime tv shows, tv thrillers",Minami Takayama  Alison Retzloff  Wakana Yamazaki,"TV Show TV-14 anime series, crime tv shows, tv thrillers japan minami takayama  alison retzloff  wakana yamazaki"
TV Show,castle of stars,chaiyapol pupart  jintanutda lummakanon  worrawech danuwong,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Chaiyapol Pupart  Jintanutda Lummakanon  Worrawech Danuwong,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown chaiyapol pupart  jintanutda lummakanon  worrawech danuwong"
TV Show,chasing monsters,cyril chauquet,canada,TV-PG,"docuseries, reality tv, science & nature tv",Cyril Chauquet,"TV Show TV-PG docuseries, reality tv, science & nature tv canada cyril chauquet"
TV Show,cheapest weddings,melanie vallejo,australia,TV-14,"international tv shows, reality tv",Melanie Vallejo,"TV Show TV-14 international tv shows, reality tv australia melanie vallejo"
TV Show,cheers,ted danson  rhea perlman  george wendt,united states,TV-PG,"classic & cult tv, tv comedies",Ted Danson  Rhea Perlman  George Wendt,"TV Show TV-PG classic & cult tv, tv comedies united states ted danson  rhea perlman  george wendt"
TV Show,chef & my fridge,seong-joo kim​  jung-hwan ahn,south korea,TV-PG,"international tv shows, korean tv shows, reality tv",Seong-joo Kim​  Jung-hwan Ahn,"TV Show TV-PG international tv shows, korean tv shows, reality tv south korea seong-joo kim​  jung-hwan ahn"
TV Show,chewin' the fat,ford kiernan  greg hemphill  karen dunbar,united kingdom,TV-14,"british tv shows, tv comedies",Ford Kiernan  Greg Hemphill  Karen Dunbar,"TV Show TV-14 british tv shows, tv comedies united kingdom ford kiernan  greg hemphill  karen dunbar"
TV Show,chewing gum,michaela coel  john macmillan  robert lonsdale,united kingdom,TV-MA,"british tv shows, international tv shows, romantic tv shows",Michaela Coel  John Macmillan  Robert Lonsdale,"TV Show TV-MA british tv shows, international tv shows, romantic tv shows united kingdom michaela coel  john macmillan  robert lonsdale"
TV Show,chill with bob ross,bob ross,unknown,TV-G,tv shows,Bob Ross,TV Show TV-G tv shows unknown bob ross
TV Show,christiane amanpour: sex & love around the world,unknown,united states,TV-MA,docuseries,unknown,TV Show TV-MA docuseries united states unknown
TV Show,chuck chicken,unknown,malaysia,TV-Y7,kids' tv,unknown,TV Show TV-Y7 kids' tv malaysia unknown
TV Show,city in the sky,unknown,united kingdom,TV-PG,"british tv shows, docuseries, science & nature tv",unknown,"TV Show TV-PG british tv shows, docuseries, science & nature tv united kingdom unknown"
TV Show,civilizations,unknown,united kingdom,TV-14,"british tv shows, docuseries",unknown,"TV Show TV-14 british tv shows, docuseries united kingdom unknown"
TV Show,classic legends,javed akhtar,india,TV-PG,"docuseries, international tv shows",Javed Akhtar,"TV Show TV-PG docuseries, international tv shows india javed akhtar"
TV Show,click for murder,donal macintyre,united kingdom,TV-14,"british tv shows, crime tv shows, docuseries",Donal MacIntyre,"TV Show TV-14 british tv shows, crime tv shows, docuseries united kingdom donal macintyre"
TV Show,club friday the series 6,puttichai kasetsin  kongtoranin lalana  preechaya pongthananikorn,unknown,TV-MA,"international tv shows, romantic tv shows, tv dramas",Puttichai Kasetsin  Kongtoranin Lalana  Preechaya Pongthananikorn,"TV Show TV-MA international tv shows, romantic tv shows, tv dramas unknown puttichai kasetsin  kongtoranin lalana  preechaya pongthananikorn"
TV Show,club friday the series 7,sornram tappituk  amy amika klinprathum  tanya liyah,unknown,TV-MA,"international tv shows, romantic tv shows, tv dramas",Sornram Tappituk  Amy Amika Klinprathum  Tanya Liyah,"TV Show TV-MA international tv shows, romantic tv shows, tv dramas unknown sornram tappituk  amy amika klinprathum  tanya liyah"
TV Show,club friday the series 8,chutavuth pattarakampol  focus jirakul  sattaphong phiangphor,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Chutavuth Pattarakampol  Focus Jirakul  Sattaphong Phiangphor,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown chutavuth pattarakampol  focus jirakul  sattaphong phiangphor"
TV Show,club friday to be continued - friend & enemy,wanida termthanaporn  apinya sakuljaroensuk  golf pichaya nitipaisankul,unknown,TV-MA,"international tv shows, romantic tv shows, tv dramas",Wanida Termthanaporn  Apinya Sakuljaroensuk  Golf Pichaya Nitipaisankul,"TV Show TV-MA international tv shows, romantic tv shows, tv dramas unknown wanida termthanaporn  apinya sakuljaroensuk  golf pichaya nitipaisankul"
TV Show,club friday to be continued - my beautiful tomboy,puttichai kasetsin  lalana kongtoranin,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Puttichai Kasetsin  Lalana Kongtoranin,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown puttichai kasetsin  lalana kongtoranin"
TV Show,club friday to be continued - the promise,jirayu la-ongmanee  focus jirakul,unknown,TV-MA,"international tv shows, romantic tv shows, tv dramas",Jirayu La-ongmanee  Focus Jirakul,"TV Show TV-MA international tv shows, romantic tv shows, tv dramas unknown jirayu la-ongmanee  focus jirakul"
TV Show,cold case files,unknown,united states,TV-14,"crime tv shows, docuseries",unknown,"TV Show TV-14 crime tv shows, docuseries united states unknown"
TV Show,cold case files classic,bill kurtis,united states,TV-MA,"crime tv shows, docuseries",Bill Kurtis,"TV Show TV-MA crime tv shows, docuseries united states bill kurtis"
TV Show,comedy bang! bang!,scott aukerman  reggie watts,united states,TV-14,"stand-up comedy & talk shows, tv comedies",Scott Aukerman  Reggie Watts,"TV Show TV-14 stand-up comedy & talk shows, tv comedies united states scott aukerman  reggie watts"
TV Show,comedy high school,ram kapoor  gopal dutt  paritosh tripathi,unknown,TV-14,"international tv shows, tv comedies",Ram Kapoor  Gopal Dutt  Paritosh Tripathi,"TV Show TV-14 international tv shows, tv comedies unknown ram kapoor  gopal dutt  paritosh tripathi"
TV Show,conan without borders,unknown,united states,TV-14,"docuseries, tv comedies",unknown,"TV Show TV-14 docuseries, tv comedies united states unknown"
TV Show,cooking on high,josh leyva  ngaio bealum,united states,TV-MA,reality tv,Josh Leyva  Ngaio Bealum,TV Show TV-MA reality tv united states josh leyva  ngaio bealum
TV Show,court justice,chris bourke,australia,TV-MA,"crime tv shows, docuseries, international tv shows",Chris Bourke,"TV Show TV-MA crime tv shows, docuseries, international tv shows australia chris bourke"
TV Show,crime time,augusto madeira  érico brás  gustavo machado,france,TV-MA,"crime tv shows, international tv shows, tv action & adventure",Augusto Madeira  Érico Brás  Gustavo Machado,"TV Show TV-MA crime tv shows, international tv shows, tv action & adventure france augusto madeira  érico brás  gustavo machado"
TV Show,dad's army,arthur lowe  john le mesurier  clive dunn,united kingdom,TV-PG,"british tv shows, classic & cult tv, tv comedies",Arthur Lowe  John Le Mesurier  Clive Dunn,"TV Show TV-PG british tv shows, classic & cult tv, tv comedies united kingdom arthur lowe  john le mesurier  clive dunn"
TV Show,dance academy,xenia goodwin  alicia banit  dena kaplan,australia,TV-PG,"international tv shows, romantic tv shows, tv dramas",Xenia Goodwin  Alicia Banit  Dena Kaplan,"TV Show TV-PG international tv shows, romantic tv shows, tv dramas australia xenia goodwin  alicia banit  dena kaplan"
TV Show,dandy,alfonso herrera  damián alcázar  gabriela roel,mexico,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Alfonso Herrera  Damián Alcázar  Gabriela Roel,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows mexico alfonso herrera  damián alcázar  gabriela roel"
TV Show,dangerous roads,adrian dunbar  sue perkins  charley boorman,united kingdom,TV-MA,"british tv shows, docuseries",Adrian Dunbar  Sue Perkins  Charley Boorman,"TV Show TV-MA british tv shows, docuseries united kingdom adrian dunbar  sue perkins  charley boorman"
TV Show,darr sabko lagta hai,bipasha basu,india,TV-MA,"international tv shows, tv horror, tv thrillers",Bipasha Basu,"TV Show TV-MA international tv shows, tv horror, tv thrillers india bipasha basu"
TV Show,day and night,pan yueming  wang longzheng  liang yuen,china,TV-MA,"crime tv shows, international tv shows, tv dramas",Pan Yueming  Wang Longzheng  Liang Yuen,"TV Show TV-MA crime tv shows, international tv shows, tv dramas china pan yueming  wang longzheng  liang yuen"
TV Show,days we stared at the sun,sean huang  chang chia-yu  wu chien-ho,taiwan,TV-MA,"international tv shows, tv dramas",Sean Huang  Chang Chia-yu  Wu Chien-ho,"TV Show TV-MA international tv shows, tv dramas taiwan sean huang  chang chia-yu  wu chien-ho"
TV Show,deep undercover collection,dave b. mitchell,united states,TV-MA,"crime tv shows, docuseries",Dave B. Mitchell,"TV Show TV-MA crime tv shows, docuseries united states dave b. mitchell"
TV Show,deep water,noah taylor  yael stone  jeremy lindsay taylor,australia,TV-MA,"crime tv shows, international tv shows, tv dramas",Noah Taylor  Yael Stone  Jeremy Lindsay Taylor,"TV Show TV-MA crime tv shows, international tv shows, tv dramas australia noah taylor  yael stone  jeremy lindsay taylor"
TV Show,devlok with devdutt pattanaik,rasika dugal  devdutt pattanaik,india,TV-PG,international tv shows,Rasika Dugal  Devdutt Pattanaik,TV Show TV-PG international tv shows india rasika dugal  devdutt pattanaik
TV Show,dexter,michael c. hall  jennifer carpenter  david zayas,united states,TV-MA,"crime tv shows, tv dramas, tv mysteries",Michael C. Hall  Jennifer Carpenter  David Zayas,"TV Show TV-MA crime tv shows, tv dramas, tv mysteries united states michael c. hall  jennifer carpenter  david zayas"
TV Show,dinner for five,unknown,united states,TV-MA,stand-up comedy & talk shows,unknown,TV Show TV-MA stand-up comedy & talk shows united states unknown
TV Show,dino hunt,unknown,canada,TV-G,"docuseries, science & nature tv",unknown,"TV Show TV-G docuseries, science & nature tv canada unknown"
TV Show,diva brides,unknown,unknown,TV-MA,"british tv shows, reality tv",unknown,"TV Show TV-MA british tv shows, reality tv unknown unknown"
TV Show,doomsday preppers,michael izquierdo,united states,TV-14,"reality tv, science & nature tv",Michael Izquierdo,"TV Show TV-14 reality tv, science & nature tv united states michael izquierdo"
TV Show,dramaworld,liv hewson  sean dulake  justin chon,"united states, south korea, china",TV-14,"romantic tv shows, tv comedies, tv dramas",Liv Hewson  Sean Dulake  Justin Chon,"TV Show TV-14 romantic tv shows, tv comedies, tv dramas united states, south korea, china liv hewson  sean dulake  justin chon"
TV Show,"drugs, inc.",mike secher,united states,TV-MA,"crime tv shows, docuseries",Mike Secher,"TV Show TV-MA crime tv shows, docuseries united states mike secher"
TV Show,dueños del paraíso,kate del castillo  jorge zabaleta  josé maría torre,"united states, chile",TV-14,"crime tv shows, international tv shows, spanish-language tv shows",Kate del Castillo  Jorge Zabaleta  José María Torre,"TV Show TV-14 crime tv shows, international tv shows, spanish-language tv shows united states, chile kate del castillo  jorge zabaleta  josé maría torre"
TV Show,earth to luna!,angelina carballo  raul-gomez pina  eric anderson,brazil,TV-Y,kids' tv,Angelina Carballo  Raul-Gomez Pina  Eric Anderson,TV Show TV-Y kids' tv brazil angelina carballo  raul-gomez pina  eric anderson
TV Show,earth's natural wonders,olivia colman,united kingdom,TV-PG,"british tv shows, docuseries, science & nature tv",Olivia Colman,"TV Show TV-PG british tv shows, docuseries, science & nature tv united kingdom olivia colman"
TV Show,earth's natural wonders: life at the extremes,corey johnson,unknown,TV-14,"british tv shows, docuseries, science & nature tv",Corey Johnson,"TV Show TV-14 british tv shows, docuseries, science & nature tv unknown corey johnson"
TV Show,easy fortune happy life,lan cheng-lung  joe chen  roy chiu,taiwan,TV-MA,"international tv shows, romantic tv shows, tv comedies",Lan Cheng-lung  Joe Chen  Roy Chiu,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies taiwan lan cheng-lung  joe chen  roy chiu"
TV Show,el barco,juanjo artero  mario casas  blanca suárez,spain,NR,"international tv shows, romantic tv shows, spanish-language tv shows",Juanjo Artero  Mario Casas  Blanca Suárez,"TV Show NR international tv shows, romantic tv shows, spanish-language tv shows spain juanjo artero  mario casas  blanca suárez"
TV Show,el cartel,manolo cardona  karen martínez  robinson díaz,colombia,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Manolo Cardona  Karen Martínez  Robinson Díaz,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows colombia manolo cardona  karen martínez  robinson díaz"
TV Show,el cartel 2,diego cadavid  robinson díaz  patricia manterola,colombia,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Diego Cadavid  Robinson Díaz  Patricia Manterola,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows colombia diego cadavid  robinson díaz  patricia manterola"
TV Show,el chavo,roberto gómez bolaños  maría antonieta de las nieves  carlos villagrán,mexico,TV-PG,"classic & cult tv, kids' tv, spanish-language tv shows",Roberto Gómez Bolaños  María Antonieta de las Nieves  Carlos Villagrán,"TV Show TV-PG classic & cult tv, kids' tv, spanish-language tv shows mexico roberto gómez bolaños  maría antonieta de las nieves  carlos villagrán"
TV Show,el clon,mauricio ochmann  sandra echeverría  saúl lisazo,united states,TV-14,"romantic tv shows, spanish-language tv shows, tv dramas",Mauricio Ochmann  Sandra Echeverría  Saúl Lisazo,"TV Show TV-14 romantic tv shows, spanish-language tv shows, tv dramas united states mauricio ochmann  sandra echeverría  saúl lisazo"
TV Show,el vato,el dasa  cristina rodlo  ricardo polanco,united states,TV-MA,"international tv shows, spanish-language tv shows, tv comedies",El Dasa  Cristina Rodlo  Ricardo Polanco,"TV Show TV-MA international tv shows, spanish-language tv shows, tv comedies united states el dasa  cristina rodlo  ricardo polanco"
TV Show,emogenius,hunter march,united states,TV-PG,reality tv,Hunter March,TV Show TV-PG reality tv united states hunter march
TV Show,encerrados,luis machín  maria merlino  fabián vena,unknown,TV-MA,"international tv shows, spanish-language tv shows, tv comedies",Luis Machín  Maria Merlino  Fabián Vena,"TV Show TV-MA international tv shows, spanish-language tv shows, tv comedies unknown luis machín  maria merlino  fabián vena"
TV Show,encounters with evil,richard lintern,united kingdom,TV-14,"british tv shows, crime tv shows, docuseries",Richard Lintern,"TV Show TV-14 british tv shows, crime tv shows, docuseries united kingdom richard lintern"
