director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
dagur kári,alice olivia clarke,susan blommaert,stephen henderson,drama,The Good Heart,dagur kári alice olivia clarke susan blommaertstephen hendersondrama
nicholas hytner,dominic cooper,russell tovey,james corden,comedy drama,The History Boys,nicholas hytner dominic cooper russell toveyjames cordencomedy drama
jaume collet-serra,liam neeson,frank langella,aidan quinn,action mystery thriller,Unknown,jaume collet-serra liam neeson frank langellaaidan quinnaction mystery thriller
unknown,david ogden stiers,jamie farr,mike farrell,comedy drama war,M*A*S*H            ,unknown david ogden stiers jamie farrmike farrellcomedy drama war
john schlesinger,brenda vaccaro,barnard hughes,john mcgiver,drama,Midnight Cowboy,john schlesinger brenda vaccaro barnard hughesjohn mcgiverdrama
jim abrahams,peter graves,lloyd bridges,barbara billingsley,comedy,Airplane!,jim abrahams peter graves lloyd bridgesbarbara billingsleycomedy
kevin carraway,michael jai white,max ryan,jon osbeck,action thriller,Chain of Command,kevin carraway michael jai white max ryanjon osbeckaction thriller
f. gary gray,nia long,john witherspoon,tony cox,comedy drama,Friday,f. gary gray nia long john witherspoontony coxcomedy drama
albert hughes,jada pinkett smith,larenz tate,khandi alexander,crime drama thriller,Menace II Society,albert hughes jada pinkett smith larenz tatekhandi alexandercrime drama thriller
unknown,ta'rhonda jones,gabourey sidibe,malik yoba,drama music,Empire            ,unknown ta'rhonda jones gabourey sidibemalik yobadrama music
michael gornick,george kennedy,holt mccallany,dorothy lamour,comedy fantasy horror thriller,Creepshow 2,michael gornick george kennedy holt mccallanydorothy lamourcomedy fantasy horror thriller
sam peckinpah,slim pickens,jason robards,l.q. jones,comedy drama romance western,The Ballad of Cable Hogue,sam peckinpah slim pickens jason robardsl.q. jonescomedy drama romance western
richard brooks,john forsythe,robert blake,will geer,biography crime drama history,In Cold Blood,richard brooks john forsythe robert blakewill geerbiography crime drama history
fred zinnemann,colleen dewhurst,peter finch,beatrice straight,drama,The Nun's Story,fred zinnemann colleen dewhurst peter finchbeatrice straightdrama
jack smight,janet leigh,robert wagner,shelley winters,action crime drama mystery thriller,Harper,jack smight janet leigh robert wagnershelley wintersaction crime drama mystery thriller
alfred hitchcock,bernard cribbins,jean marsh,clive swift,thriller,Frenzy,alfred hitchcock bernard cribbins jean marshclive swiftthriller
robert eggers,julian richings,kate dickie,ralph ineson,horror mystery,The Witch,robert eggers julian richings kate dickieralph inesonhorror mystery
michael martin,joe estevez,master p,anthony johnson,comedy,I Got the Hook Up,michael martin joe estevez master panthony johnsoncomedy
edward burns,john mahoney,frank vincent,michael mcglone,comedy drama romance,She's the One,edward burns john mahoney frank vincentmichael mcglonecomedy drama romance
bill condon,brendan fraser,lynn redgrave,kevin j. o'connor,biography drama,Gods and Monsters,bill condon brendan fraser lynn redgravekevin j. o'connorbiography drama
juan josé campanella,ricardo darín,soledad villamil,guillermo francella,drama mystery thriller,The Secret in Their Eyes,juan josé campanella ricardo darín soledad villamilguillermo francelladrama mystery thriller
george a. romero,greg nicotero,john amplas,joseph pilato,horror,Day of the Dead,george a. romero greg nicotero john amplasjoseph pilatohorror
gideon raff,gideon emery,gloria votsis,derek magyar,horror thriller,Train,gideon raff gideon emery gloria votsisderek magyarhorror thriller
sam raimi,ted raimi,dan hicks,kassie wesley depaiva,comedy fantasy horror thriller,Evil Dead II,sam raimi ted raimi dan hickskassie wesley depaivacomedy fantasy horror thriller
louis c.k.,wanda sykes,j.b. smoove,robert vaughn,action adventure comedy musical,Pootie Tang,louis c.k. wanda sykes j.b. smooverobert vaughnaction adventure comedy musical
anthony c. ferrante,ian ziering,john heard,cassandra scerbo,horror,Sharknado,anthony c. ferrante ian ziering john heardcassandra scerbohorror
salvador carrasco,elpidia carrillo,zaide silvia gutiérrez,damián delgado,drama history,La otra conquista,salvador carrasco elpidia carrillo zaide silvia gutiérrezdamián delgadodrama history
andré øvredal,otto jespersen,johanna mørck,glenn erland tosterud,comedy drama fantasy horror,Trollhunter,andré øvredal otto jespersen johanna mørckglenn erland tosterudcomedy drama fantasy horror
robert cary,frances conroy,fred willard,kevin sussman,comedy romance,Ira & Abby,robert cary frances conroy fred willardkevin sussmancomedy romance
akiva schaffer,will forte,nicholas braun,rosemarie dewitt,action comedy sci-fi,The Watch,akiva schaffer will forte nicholas braunrosemarie dewittaction comedy sci-fi
adam rapp,zooey deschanel,will ferrell,dallas roberts,comedy drama,Winter Passing,adam rapp zooey deschanel will ferrelldallas robertscomedy drama
angela robinson,jordana brewster,geoff stults,scoot mcnairy,action comedy romance,D.E.B.S.,angela robinson jordana brewster geoff stultsscoot mcnairyaction comedy romance
warren p. sonoda,diahann carroll,mykel shannon jenkins,lara jean chorostecki,action biography crime drama family fantasy,The Masked Saint,warren p. sonoda diahann carroll mykel shannon jenkinslara jean chorosteckiaction biography crime drama family fantasy
amanda gusack,alice krige,christian campbell,blaine anderson,crime drama mystery thriller,The Betrayed,amanda gusack alice krige christian campbellblaine andersoncrime drama mystery thriller
avi nesher,fisher stevens,elizabeth berkley,robert townsend,action comedy crime thriller,Taxman,avi nesher fisher stevens elizabeth berkleyrobert townsendaction comedy crime thriller
unknown,james nesbitt,ash cook,genevieve o'reilly,drama thriller,The Secret            ,unknown james nesbitt ash cookgenevieve o'reillydrama thriller
charles adelman,teri polo,kevin pollak,jere burns,horror thriller,2:13,charles adelman teri polo kevin pollakjere burnshorror thriller
jay oliva,michael emerson,mark valley,grey griffin,action animation crime sci-fi thriller,"Batman: The Dark Knight Returns, Part 2",jay oliva michael emerson mark valleygrey griffinaction animation crime sci-fi thriller
charles ferguson,jane goodall,jerry brown,peter agnefjall,documentary,Time to Choose,charles ferguson jane goodall jerry brownpeter agnefjalldocumentary
uwe boll,bashar rahal,shelly varod,ralitsa paskaleva,action adventure fantasy thriller,In the Name of the King: The Last Job,uwe boll bashar rahal shelly varodralitsa paskalevaaction adventure fantasy thriller
mark young,alexa penavega,jake busey,lew temple,action crime drama thriller,Wicked Blood,mark young alexa penavega jake buseylew templeaction crime drama thriller
daniel petrie jr.,chris brochu,jeff fahey,rita wilson,drama thriller,Dawn Patrol,daniel petrie jr. chris brochu jeff faheyrita wilsondrama thriller
antonio simoncini,ray winstone,joe egan,glen murphy,crime mystery thriller,Lords of London,antonio simoncini ray winstone joe eganglen murphycrime mystery thriller
mel brooks,madeline kahn,harvey korman,dick van patten,comedy,High Anxiety,mel brooks madeline kahn harvey kormandick van pattencomedy
luc jacquet,morgan freeman,sofie gråbøl,romane bohringer,documentary,March of the Penguins,luc jacquet morgan freeman sofie gråbølromane bohringerdocumentary
j.c. chandor,kevin spacey,demi moore,ashley williams,biography drama thriller,Margin Call,j.c. chandor kevin spacey demi mooreashley williamsbiography drama thriller
eldar rapaport,murray bartlett,adrian gonzalez,edward conna,drama romance,August,eldar rapaport murray bartlett adrian gonzalezedward connadrama romance
clark gregg,anjelica huston,matt gerald,jonah bobo,comedy drama,Choke,clark gregg anjelica huston matt geraldjonah bobocomedy drama
damien chazelle,j.k. simmons,melissa benoist,chris mulkey,drama music,Whiplash,damien chazelle j.k. simmons melissa benoistchris mulkeydrama music
fernando meirelles,alice braga,seu jorge,alexandre rodrigues,crime drama,City of God,fernando meirelles alice braga seu jorgealexandre rodriguescrime drama
justin kerrigan,danny dyer,john simm,shaun parkes,comedy music,Human Traffic,justin kerrigan danny dyer john simmshaun parkescomedy music
nathan frankowski,corbin bleu,rus blackwell,luis antonio,biography drama music,Day One,nathan frankowski corbin bleu rus blackwellluis antoniobiography drama music
karen moncrieff,james franco,bruce davison,piper laurie,crime drama mystery,The Dead Girl,karen moncrieff james franco bruce davisonpiper lauriecrime drama mystery
thomas vinterberg,thomas bo larsen,alexandra rapaport,hana shuan,drama,The Hunt,thomas vinterberg thomas bo larsen alexandra rapaporthana shuandrama
bob clark,zack ward,darren mcgavin,scott schwartz,comedy family,A Christmas Story,bob clark zack ward darren mcgavinscott schwartzcomedy family
alejandro monteverde,armando riesco,ramon rodriguez,eduardo verástegui,drama romance,Bella,alejandro monteverde armando riesco ramon rodriguezeduardo verásteguidrama romance
mark l. lester,roddy mcdowall,perry king,timothy van patten,action crime drama thriller,Class of 1984,mark l. lester roddy mcdowall perry kingtimothy van pattenaction crime drama thriller
jennifer finnigan,geoff stults,kenan thompson,josh hopkins,comedy,The Opposite Sex,jennifer finnigan geoff stults kenan thompsonjosh hopkinscomedy
eric styles,samantha morton,rupert graves,miriam margolyes,drama romance,Dreaming of Joseph Lees,eric styles samantha morton rupert gravesmiriam margolyesdrama romance
laurent cantet,françois bégaudeau,agame malembo-emene,angélica sancio,drama,The Class,laurent cantet françois bégaudeau agame malembo-emeneangélica sanciodrama
roman polanski,john cassavetes,mia farrow,charles grodin,drama horror,Rosemary's Baby,roman polanski john cassavetes mia farrowcharles grodindrama horror
john ford,lee marvin,woody strode,vera miles,drama western,The Man Who Shot Liberty Valance,john ford lee marvin woody strodevera milesdrama western
max mayer,peter gallagher,terry walters,amy irving,drama romance,Adam,max mayer peter gallagher terry waltersamy irvingdrama romance
joshua marston,catalina sandino moreno,wilson guerrero,yenny paola vega,crime drama,Maria Full of Grace,joshua marston catalina sandino moreno wilson guerreroyenny paola vegacrime drama
mike mills,goran visnjic,lou taylor pucci,mary page keller,comedy drama romance,Beginners,mike mills goran visnjic lou taylor puccimary page kellercomedy drama romance
john gulager,krista allen,eric dane,henry rollins,action comedy horror thriller,Feast,john gulager krista allen eric danehenry rollinsaction comedy horror thriller
john landis,john belushi,karen allen,tim matheson,comedy,Animal House,john landis john belushi karen allentim mathesoncomedy
guy hamilton,honor blackman,gert fröbe,lois maxwell,action adventure thriller,Goldfinger,guy hamilton honor blackman gert fröbelois maxwellaction adventure thriller
brandon cronenberg,sarah gadon,douglas smith,caleb landry jones,horror sci-fi thriller,Antiviral,brandon cronenberg sarah gadon douglas smithcaleb landry joneshorror sci-fi thriller
frank capra,donna reed,lionel barrymore,thomas mitchell,drama family fantasy romance,It's a Wonderful Life,frank capra donna reed lionel barrymorethomas mitchelldrama family fantasy romance
danny boyle,kelly macdonald,shirley henderson,ewen bremner,drama,Trainspotting,danny boyle kelly macdonald shirley hendersonewen bremnerdrama
spike lee,bernie mac,cedric the entertainer,steve harvey,comedy documentary,The Original Kings of Comedy,spike lee bernie mac cedric the entertainersteve harveycomedy documentary
tod williams,sprague grayden,molly ephraim,micah sloat,horror,Paranormal Activity 2,tod williams sprague grayden molly ephraimmicah sloathorror
kirk jones,james nesbitt,david kelly,fionnula flanagan,comedy,Waking Ned Devine,kirk jones james nesbitt david kellyfionnula flanagancomedy
michael moore,michael moore,dick clark,bill clinton,crime documentary drama,Bowling for Columbine,michael moore michael moore dick clarkbill clintoncrime documentary drama
yimou zhang,li gong,daoming chen,ni yan,drama,Coming Home,yimou zhang li gong daoming chenni yandrama
jack sholder,clu gulager,robert rusler,marshall bell,fantasy horror,A Nightmare on Elm Street 2: Freddy's Revenge,jack sholder clu gulager robert ruslermarshall bellfantasy horror
james ivory,julian sands,rupert graves,denholm elliott,drama romance,A Room with a View,james ivory julian sands rupert gravesdenholm elliottdrama romance
james demonaco,rhys wakefield,adelaide kane,chris mulkey,horror sci-fi thriller,The Purge,james demonaco rhys wakefield adelaide kanechris mulkeyhorror sci-fi thriller
scott derrickson,danielle kotch,victoria leigh,james ransone,horror mystery,Sinister,scott derrickson danielle kotch victoria leighjames ransonehorror mystery
david raynr,nancy o'dell,mikki padilla,dayna devon,biography comedy documentary,Martin Lawrence Live: Runteldat,david raynr nancy o'dell mikki padilladayna devonbiography comedy documentary
richard brooks,burl ives,judith anderson,jack carson,drama romance,Cat on a Hot Tin Roof,richard brooks burl ives judith andersonjack carsondrama romance
ted post,linda harrison,gregory sierra,victor buono,action adventure sci-fi,Beneath the Planet of the Apes,ted post linda harrison gregory sierravictor buonoaction adventure sci-fi
charles martin smith,kevin zegers,bill cobbs,michael jeter,comedy drama family sport,Air Bud,charles martin smith kevin zegers bill cobbsmichael jetercomedy drama family sport
kunihiko yuyama,veronica taylor,eric stuart,lisa ortiz,action adventure animation family fantasy sci-fi,Pokémon 3: The Movie,kunihiko yuyama veronica taylor eric stuartlisa ortizaction adventure animation family fantasy sci-fi
tom mcloughlin,tony goldwyn,ron palillo,vincent guastaferro,horror thriller,Jason Lives: Friday the 13th Part VI,tom mcloughlin tony goldwyn ron palillovincent guastaferrohorror thriller
david lean,william holden,sessue hayakawa,jack hawkins,adventure drama war,The Bridge on the River Kwai,david lean william holden sessue hayakawajack hawkinsadventure drama war
patrick read johnson,ariana richards,royal dano,tonya lee williams,adventure comedy sci-fi,Spaced Invaders,patrick read johnson ariana richards royal danotonya lee williamsadventure comedy sci-fi
alfred hitchcock,ed lauter,bruce dern,william devane,comedy thriller,Family Plot,alfred hitchcock ed lauter bruce dernwilliam devanecomedy thriller
billy wilder,fred macmurray,ray walston,david white,comedy drama romance,The Apartment,billy wilder fred macmurray ray walstondavid whitecomedy drama romance
adam marcus,kane hodder,leslie jordan,erin gray,fantasy horror thriller,Jason Goes to Hell: The Final Friday,adam marcus kane hodder leslie jordanerin grayfantasy horror thriller
alfred hitchcock,tamara toumanova,lila kedrova,david opatoshu,thriller,Torn Curtain,alfred hitchcock tamara toumanova lila kedrovadavid opatoshuthriller
michel gondry,common,dave chappelle,lauryn hill,comedy documentary music,Dave Chappelle's Block Party,michel gondry common dave chappellelauryn hillcomedy documentary music
john maclean,michael fassbender,kodi smit-mcphee,ben mendelsohn,western,Slow West,john maclean michael fassbender kodi smit-mcpheeben mendelsohnwestern
michael schultz,blair underwood,lisagay hamilton,bobby brown,comedy drama music,Krush Groove,michael schultz blair underwood lisagay hamiltonbobby browncomedy drama music
benny boom,omari hardwick,donald faison,mike epps,action comedy crime,Next Day Air,benny boom omari hardwick donald faisonmike eppsaction comedy crime
richard brooks,shirley jones,jean simmons,edward andrews,drama,Elmer Gantry,richard brooks shirley jones jean simmonsedward andrewsdrama
stanley kramer,maximilian schell,montgomery clift,spencer tracy,drama war,Judgment at Nuremberg,stanley kramer maximilian schell montgomery cliftspencer tracydrama war
david raynr,donald faison,deon richmond,countess vaughn,comedy,Trippin',david raynr donald faison deon richmondcountess vaughncomedy
unknown,matthew senreich,seth green,breckin meyer,animation comedy,Robot Chicken            ,unknown matthew senreich seth greenbreckin meyeranimation comedy
howard hawks,montgomery clift,walter brennan,harry carey jr.,action adventure romance western,Red River,howard hawks montgomery clift walter brennanharry carey jr.action adventure romance western
nnegest likké,mo'nique,jimmy jean-louis,joyful drake,comedy,Phat Girlz,nnegest likké mo'nique jimmy jean-louisjoyful drakecomedy
richard linklater,seamus davey-fitzpatrick,ariane labed,athina rachel tsangari,drama romance,Before Midnight,richard linklater seamus davey-fitzpatrick ariane labedathina rachel tsangaridrama romance
christopher leitch,john astin,robert neary,kim darby,comedy fantasy,Teen Wolf Too,christopher leitch john astin robert nearykim darbycomedy fantasy
don coscarelli,angus scrimm,a. michael baldwin,james le gros,action fantasy horror sci-fi thriller,Phantasm II,don coscarelli angus scrimm a. michael baldwinjames le grosaction fantasy horror sci-fi thriller
michael schultz,loretta devine,kimberly elise,clifton powell,drama,Woman Thou Art Loosed,michael schultz loretta devine kimberly eliseclifton powelldrama
patricia cardoso,america ferrera,lupe ontiveros,george lopez,comedy drama,Real Women Have Curves,patricia cardoso america ferrera lupe ontiverosgeorge lopezcomedy drama
unknown,rachel griffiths,jessica de gouw,luke ford,drama war,Deadline Gallipoli            ,unknown rachel griffiths jessica de gouwluke forddrama war
deepa mehta,john abraham,lisa ray,seema biswas,drama romance,Water,deepa mehta john abraham lisa rayseema biswasdrama romance
damien o'donnell,archie panjabi,jimi mistry,om puri,comedy drama,East Is East,damien o'donnell archie panjabi jimi mistryom puricomedy drama
peter m. cohen,callie thorne,brian van holt,david heyman,comedy romance,Whipped,peter m. cohen callie thorne brian van holtdavid heymancomedy romance
mira nair,indira varma,sarita choudhury,rekha,crime drama history romance,Kama Sutra: A Tale of Love,mira nair indira varma sarita choudhuryrekhacrime drama history romance
nicole holofcener,oliver platt,thomas ian nicholas,ann morgan guilbert,comedy drama,Please Give,nicole holofcener oliver platt thomas ian nicholasann morgan guilbertcomedy drama
mel stuart,peter ostrum,jack albertson,julie dawn cole,family fantasy musical,Willy Wonka & the Chocolate Factory,mel stuart peter ostrum jack albertsonjulie dawn colefamily fantasy musical
anthony hickox,julian sands,zach galligan,paula marshall,fantasy horror,Warlock: The Armageddon,anthony hickox julian sands zach galliganpaula marshallfantasy horror
tom schulman,kristy swanson,george hamilton,dyan cannon,comedy crime,8 Heads in a Duffel Bag,tom schulman kristy swanson george hamiltondyan cannoncomedy crime
terrence malick,sam shepard,stuart margolin,richard libertini,drama romance,Days of Heaven,terrence malick sam shepard stuart margolinrichard libertinidrama romance
jill sprecher,matthew mcconaughey,rob mcelhenney,amy irving,drama,Thirteen Conversations About One Thing,jill sprecher matthew mcconaughey rob mcelhenneyamy irvingdrama
darren stein,julie benz,judy greer,jeff conaway,comedy crime thriller,Jawbreaker,darren stein julie benz judy greerjeff conawaycomedy crime thriller
julian schnabel,gary oldman,michael wincott,courtney love,biography drama,Basquiat,julian schnabel gary oldman michael wincottcourtney lovebiography drama
noah baumbach,greta gerwig,grace gummer,vanessa ray,comedy drama romance,Frances Ha,noah baumbach greta gerwig grace gummervanessa raycomedy drama romance
gavin hood,terry pheto,nambitha mpumlwana,rapulana seiphemo,crime drama,Tsotsi,gavin hood terry pheto nambitha mpumlwanarapulana seiphemocrime drama
todd solondz,philip seymour hoffman,jon lovitz,dylan baker,comedy drama,Happiness,todd solondz philip seymour hoffman jon lovitzdylan bakercomedy drama
george gallo,eddie griffin,joe howard,robert noble,comedy documentary,DysFunktional Family,george gallo eddie griffin joe howardrobert noblecomedy documentary
kevin smith,johnny depp,haley joel osment,michael parks,comedy drama horror,Tusk,kevin smith johnny depp haley joel osmentmichael parkscomedy drama horror
chan-wook park,min-sik choi,ji-tae yu,hye-jeong kang,drama mystery thriller,Oldboy,chan-wook park min-sik choi ji-tae yuhye-jeong kangdrama mystery thriller
david nixon,robyn lively,michael bolten,christopher schmidt,drama family,Letters to God,david nixon robyn lively michael boltenchristopher schmidtdrama family
jason eisener,gregory smith,robb wells,molly dunsworth,action comedy thriller,Hobo with a Shotgun,jason eisener gregory smith robb wellsmolly dunsworthaction comedy thriller
enrique begne,kevin pollak,héctor jiménez,erick elias,action comedy,Compadres,enrique begne kevin pollak héctor jiménezerick eliasaction comedy
matthew bright,bokeem woodbine,dan hedaya,robert peters,comedy crime drama thriller,Freeway,matthew bright bokeem woodbine dan hedayarobert peterscomedy crime drama thriller
michael landon jr.,william morgan sheppard,kevin gage,brianna brown,drama family western,Love's Abiding Joy,michael landon jr. william morgan sheppard kevin gagebrianna browndrama family western
andrea arnold,michael fassbender,harry treadaway,jason maza,drama,Fish Tank,andrea arnold michael fassbender harry treadawayjason mazadrama
whit stillman,greta gerwig,megalyn echikunwoke,zach woods,comedy drama romance,Damsels in Distress,whit stillman greta gerwig megalyn echikunwokezach woodscomedy drama romance
unknown,craig t. nelson,colm feore,megalyn echikunwoke,horror sci-fi thriller,Creature            ,unknown craig t. nelson colm feoremegalyn echikunwokehorror sci-fi thriller
leslye headland,kirsten dunst,adam scott,andrew rannells,comedy romance,Bachelorette,leslye headland kirsten dunst adam scottandrew rannellscomedy romance
unknown,danny pino,megan hilty,zach grenier,comedy drama horror sci-fi thriller,BrainDead            ,unknown danny pino megan hiltyzach greniercomedy drama horror sci-fi thriller
bobby roth,virginia madsen,aaron ashmore,lindsey haun,drama family music,Brave New Girl,bobby roth virginia madsen aaron ashmorelindsey haundrama family music
tim heidecker,michael gross,william atherton,bob ross,comedy,Tim and Eric's Billion Dollar Movie,tim heidecker michael gross william athertonbob rosscomedy
rupert wyatt,george kennedy,cjon saulsberry,griffin cleveland,crime drama thriller,The Gambler,rupert wyatt george kennedy cjon saulsberrygriffin clevelandcrime drama thriller
unknown,susan hampshire,amanda mealing,tim healy,drama,The Grand            ,unknown susan hampshire amanda mealingtim healydrama
marco kreuzpaintner,alicja bachleda,kostja ullmann,robert stadlober,comedy drama romance sport,Summer Storm,marco kreuzpaintner alicja bachleda kostja ullmannrobert stadlobercomedy drama romance sport
kate connor,johnny pacar,eric stoltz,brendan fehr,drama history war,Fort McCoy,kate connor johnny pacar eric stoltzbrendan fehrdrama history war
deon taylor,matt cohen,betsy russell,noah segan,horror thriller,Chain Letter,deon taylor matt cohen betsy russellnoah seganhorror thriller
jason alexander,gretchen mol,patti lupone,peter onorati,comedy drama,Just Looking,jason alexander gretchen mol patti luponepeter onoraticomedy drama
xavier gens,michael biehn,lauren german,rosanna arquette,drama sci-fi thriller,The Divide,xavier gens michael biehn lauren germanrosanna arquettedrama sci-fi thriller
conor mcpherson,aidan quinn,iben hjejle,jim norton,drama horror romance,The Eclipse,conor mcpherson aidan quinn iben hjejlejim nortondrama horror romance
will canon,frank grillo,scott mechlowicz,aaron yoo,horror thriller,Demonic,will canon frank grillo scott mechlowiczaaron yoohorror thriller
philip zlotorynski,neil hopkins,darren keefe reiher,david douglas,comedy,My Big Fat Independent Movie,philip zlotorynski neil hopkins darren keefe reiherdavid douglascomedy
tim burton,johnny depp,alan rickman,anne hathaway,adventure family fantasy,Alice in Wonderland,tim burton johnny depp alan rickmananne hathawayadventure family fantasy
lance kawas,taylor negron,michael rapaport,talia shire,comedy,The Deported,lance kawas taylor negron michael rapaporttalia shirecomedy
francesca gregorini,tom everett scott,amy sedaris,chris kattan,drama,Tanner Hall,francesca gregorini tom everett scott amy sedarischris kattandrama
marcio garcia,john savage,kristi clainos,emily nelson,action drama thriller,Open Road,marcio garcia john savage kristi clainosemily nelsonaction drama thriller
david wain,christopher meloni,amy poehler,jack mcbrayer,comedy,They Came Together,david wain christopher meloni amy poehlerjack mcbrayercomedy
craig moss,french stewart,ashley martin,olivia alexander,comedy,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,craig moss french stewart ashley martinolivia alexandercomedy
michael jai white,michael jai white,alex meraz,jillian murray,action drama sport,Never Back Down 2: The Beatdown,michael jai white michael jai white alex merazjillian murrayaction drama sport
john boorman,lee marvin,angie dickinson,carroll o'connor,crime thriller,Point Blank,john boorman lee marvin angie dickinsoncarroll o'connorcrime thriller
paolo monico,stephanie szostak,sarah rafferty,salvatore santone,comedy,Four Single Fathers,paolo monico stephanie szostak sarah raffertysalvatore santonecomedy
youssef delara,noel gugliemi,david bianchi,jason priestley,thriller,Enter the Dangerous Mind,youssef delara noel gugliemi david bianchijason priestleythriller
darin scott,julian morris,shantel vansanten,john robinson,drama horror mystery thriller,Something Wicked,darin scott julian morris shantel vansantenjohn robinsondrama horror mystery thriller
christian sesma,bokeem woodbine,brooke newton,brett wagner,thriller,AWOL-72,christian sesma bokeem woodbine brooke newtonbrett wagnerthriller
monte hellman,everett mcgill,jack taylor,fabio testi,adventure crime drama,Iguana,monte hellman everett mcgill jack taylorfabio testiadventure crime drama
kenneth branagh,hayley atwell,derek jacobi,lily james,drama family fantasy romance,Cinderella,kenneth branagh hayley atwell derek jacobilily jamesdrama family fantasy romance
brian caunter,mike starr,stacy keach,frank vincent,action adventure crime drama,Chicago Overcoat,brian caunter mike starr stacy keachfrank vincentaction adventure crime drama
chris d'arienzo,judy greer,cybill shepherd,shea whigham,comedy drama romance,Barry Munday,chris d'arienzo judy greer cybill shepherdshea whighamcomedy drama romance
walter salles,fernanda montenegro,matheus nachtergaele,othon bastos,drama,Central Station,walter salles fernanda montenegro matheus nachtergaeleothon bastosdrama
frank capra,ann-margret,glenn ford,thomas mitchell,comedy drama,Pocketful of Miracles,frank capra ann-margret glenn fordthomas mitchellcomedy drama
isaac florentine,anthony l. fernandez,nick chinlund,scott evans,action crime,Close Range,isaac florentine anthony l. fernandez nick chinlundscott evansaction crime
susan seidelman,dyan cannon,michael nouri,brenda vaccaro,comedy romance,Boynton Beach Club,susan seidelman dyan cannon michael nouribrenda vaccarocomedy romance
michael polish,olivia rose keegan,patrick bauchau,mia barron,drama horror mystery thriller,Amnesiac,michael polish olivia rose keegan patrick bauchaumia barrondrama horror mystery thriller
heidi ewing,greg crowe,james ransone,tempestt bledsoe,documentary,Freakonomics,heidi ewing greg crowe james ransonetempestt bledsoedocumentary
richard donner,lee remick,patrick troughton,billie whitelaw,fantasy horror mystery,The Omen,richard donner lee remick patrick troughtonbillie whitelawfantasy horror mystery
alexandre aja,cécile de france,maïwenn,oana pellea,horror,High Tension,alexandre aja cécile de france maïwennoana pelleahorror
leon ford,maeve dermody,patrick brammall,kelly paterniti,comedy drama romance sci-fi,Griff the Invisible,leon ford maeve dermody patrick brammallkelly paterniticomedy drama romance sci-fi
hank braxtan,q'orianka kilcher,gregory cruz,allegra carpenter,action horror thriller,Unnatural,hank braxtan q'orianka kilcher gregory cruzallegra carpenteraction horror thriller
craig brewer,isaac hayes,paula jai parker,elise neal,crime drama music,Hustle & Flow,craig brewer isaac hayes paula jai parkerelise nealcrime drama music
billy wilder,nehemiah persoff,joe e. brown,george raft,comedy music romance,Some Like It Hot,billy wilder nehemiah persoff joe e. browngeorge raftcomedy music romance
john carl buechler,kane hodder,terry kiser,william butler,horror,Friday the 13th Part VII: The New Blood,john carl buechler kane hodder terry kiserwilliam butlerhorror
victor fleming,margaret hamilton,terry,billie burke,adventure family fantasy musical,The Wizard of Oz,victor fleming margaret hamilton terrybillie burkeadventure family fantasy musical
mel brooks,madeline kahn,peter boyle,teri garr,comedy,Young Frankenstein,mel brooks madeline kahn peter boyleteri garrcomedy
george a. romero,megan park,shawn roberts,joe dinicol,horror,Diary of the Dead,george a. romero megan park shawn robertsjoe dinicolhorror
rajkumar hirani,vidya balan,sanjay dutt,jimmy shergill,comedy drama romance,Lage Raho Munna Bhai,rajkumar hirani vidya balan sanjay duttjimmy shergillcomedy drama romance
victor nunez,peter fonda,patricia richardson,vanessa zima,drama,Ulee's Gold,victor nunez peter fonda patricia richardsonvanessa zimadrama
carroll ballard,teri garr,kelly reno,hoyt axton,adventure family sport,The Black Stallion,carroll ballard teri garr kelly renohoyt axtonadventure family sport
rohit jugraj,bhavkhandan singh rakhra,neeru bajwa,diljit dosanjh,romance,Sardaar Ji,rohit jugraj bhavkhandan singh rakhra neeru bajwadiljit dosanjhromance
thorbjørn christoffersen,iben hjejle,frank hvam,casper christensen,action adventure animation comedy sci-fi,Journey to Saturn,thorbjørn christoffersen iben hjejle frank hvamcasper christensenaction adventure animation comedy sci-fi
john ford,lee marvin,cesar romero,jack warden,adventure comedy romance,Donovan's Reef,john ford lee marvin cesar romerojack wardenadventure comedy romance
alex van warmerdam,rijk de gooyer,ariane schluter,henri garcin,comedy drama,The Dress,alex van warmerdam rijk de gooyer ariane schluterhenri garcincomedy drama
victor fleming,spencer tracy,esther williams,irene dunne,drama fantasy romance war,A Guy Named Joe,victor fleming spencer tracy esther williamsirene dunnedrama fantasy romance war
mel brooks,madeline kahn,david huddleston,harvey korman,comedy western,Blazing Saddles,mel brooks madeline kahn david huddlestonharvey kormancomedy western
joseph zito,judie aronson,tom everett,kimberly beck,horror thriller,Friday the 13th: The Final Chapter,joseph zito judie aronson tom everettkimberly beckhorror thriller
pawel pawlikowski,joanna kulig,agata trzebuchowska,agata kulesza,drama,Ida,pawel pawlikowski joanna kulig agata trzebuchowskaagata kuleszadrama
james ivory,rupert graves,denholm elliott,simon callow,drama romance,Maurice,james ivory rupert graves denholm elliottsimon callowdrama romance
frank sebastiano,joe lo truglio,laurie metcalf,seymour cassel,comedy sport,Beer League,frank sebastiano joe lo truglio laurie metcalfseymour casselcomedy sport
