type,title,cast,country,rating,listed_in,cast_list,combination
Movie,leo the lion,daniel amerman  john cygan  matthew mercer,"united states, italy",TV-Y7-FV,"children & family movies, comedies",Daniel Amerman  John Cygan  Matthew Mercer,"Movie TV-Y7-FV children & family movies, comedies united states, italy daniel amerman  john cygan  matthew mercer"
Movie,"les bleus - une autre histoire de france, 1996-2016",unknown,france,TV-MA,"documentaries, international movies, sports movies",unknown,"Movie TV-MA documentaries, international movies, sports movies france unknown"
Movie,let there be light,walter huston,united states,TV-PG,"classic movies, documentaries",Walter Huston,"Movie TV-PG classic movies, documentaries united states walter huston"
Movie,lez bomb,jenna laurenzo  deirdre o'connell  brandon michael hall,united states,TV-14,"comedies, lgbtq movies",Jenna Laurenzo  Deirdre O'Connell  Brandon Michael Hall,"Movie TV-14 comedies, lgbtq movies united states jenna laurenzo  deirdre o'connell  brandon michael hall"
Movie,life after beth,aubrey plaza  dane dehaan  john c. reilly,united states,R,"comedies, horror movies, independent movies",Aubrey Plaza  Dane DeHaan  John C. Reilly,"Movie R comedies, horror movies, independent movies united states aubrey plaza  dane dehaan  john c. reilly"
Movie,life in the doghouse,unknown,united states,TV-PG,"documentaries, lgbtq movies",unknown,"Movie TV-PG documentaries, lgbtq movies united states unknown"
Movie,lifechanger,lora burke  jack foley  bill oberst jr.,canada,TV-MA,"horror movies, independent movies, thrillers",Lora Burke  Jack Foley  Bill Oberst Jr.,"Movie TV-MA horror movies, independent movies, thrillers canada lora burke  jack foley  bill oberst jr."
Movie,lifeline,lau ching wan  alex fong  carman lee,hong kong,TV-14,"action & adventure, international movies",Lau Ching Wan  Alex Fong  Carman Lee,"Movie TV-14 action & adventure, international movies hong kong lau ching wan  alex fong  carman lee"
Movie,like arrows,micah lynn hanson  alan powell  elizabeth becka,united states,TV-PG,"dramas, faith & spirituality",Micah Lynn Hanson  Alan Powell  Elizabeth Becka,"Movie TV-PG dramas, faith & spirituality united states micah lynn hanson  alan powell  elizabeth becka"
Movie,like water for chocolate,marco leonardi  lumi cavazos  regina torné,mexico,R,"classic movies, dramas, international movies",Marco Leonardi  Lumi Cavazos  Regina Torné,"Movie R classic movies, dramas, international movies mexico marco leonardi  lumi cavazos  regina torné"
Movie,lila & eve,viola davis  jennifer lopez  andre royo,united states,R,"dramas, thrillers",Viola Davis  Jennifer Lopez  Andre Royo,"Movie R dramas, thrillers united states viola davis  jennifer lopez  andre royo"
Movie,lincoln,daniel day-lewis  sally field  david strathairn,"united states, india",PG-13,dramas,Daniel Day-Lewis  Sally Field  David Strathairn,"Movie PG-13 dramas united states, india daniel day-lewis  sally field  david strathairn"
Movie,lion's heart,mohamed ramadan  hassan hosny  horeya farghaly,egypt,TV-14,"action & adventure, international movies",Mohamed Ramadan  Hassan Hosny  Horeya Farghaly,"Movie TV-14 action & adventure, international movies egypt mohamed ramadan  hassan hosny  horeya farghaly"
Movie,listen up! the lives of quincy jones,quincy jones  miles davis  ray charles,unknown,TV-14,"documentaries, music & musicals",Quincy Jones  Miles Davis  Ray Charles,"Movie TV-14 documentaries, music & musicals unknown quincy jones  miles davis  ray charles"
Movie,little dragon maiden,leslie cheung  jing-jing yung  chen kuan-tai,hong kong,TV-14,"action & adventure, international movies, romantic movies",Leslie Cheung  Jing-Jing Yung  Chen Kuan-tai,"Movie TV-14 action & adventure, international movies, romantic movies hong kong leslie cheung  jing-jing yung  chen kuan-tai"
Movie,little lunch: the halloween horror story,flynn curry  olivia deeble  madison lu,australia,TV-Y7,"children & family movies, comedies",Flynn Curry  Olivia Deeble  Madison Lu,"Movie TV-Y7 children & family movies, comedies australia flynn curry  olivia deeble  madison lu"
Movie,little lunch: the nightmare before graduation,flynn curry  olivia deeble  madison lu,australia,TV-Y7,"children & family movies, comedies",Flynn Curry  Olivia Deeble  Madison Lu,"Movie TV-Y7 children & family movies, comedies australia flynn curry  olivia deeble  madison lu"
Movie,little men,greg kinnear  jennifer ehle  paulina garcía,"united states, greece, brazil",PG,"dramas, independent movies",Greg Kinnear  Jennifer Ehle  Paulina García,"Movie PG dramas, independent movies united states, greece, brazil greg kinnear  jennifer ehle  paulina garcía"
Movie,little nicky,adam sandler  patricia arquette  harvey keitel,united states,PG-13,comedies,Adam Sandler  Patricia Arquette  Harvey Keitel,Movie PG-13 comedies united states adam sandler  patricia arquette  harvey keitel
Movie,little singham aur kaal ka mahajaal,unknown,unknown,TV-Y7-FV,"children & family movies, comedies",unknown,"Movie TV-Y7-FV children & family movies, comedies unknown unknown"
Movie,little singham bandarpur mein hu ha hu,anamaya verma  ganesh divekar  jigna bharadhwaj,unknown,TV-Y7,"children & family movies, comedies",Anamaya Verma  Ganesh Divekar  Jigna Bharadhwaj,"Movie TV-Y7 children & family movies, comedies unknown anamaya verma  ganesh divekar  jigna bharadhwaj"
Movie,little singham in london,unknown,unknown,TV-Y7,"children & family movies, comedies",unknown,"Movie TV-Y7 children & family movies, comedies unknown unknown"
Movie,little sister,addison timlin  ally sheedy  keith poulson,united states,NR,"comedies, dramas, independent movies",Addison Timlin  Ally Sheedy  Keith Poulson,"Movie NR comedies, dramas, independent movies united states addison timlin  ally sheedy  keith poulson"
Movie,lizzie borden took an ax,christina ricci  clea duvall  gregg henry,united states,TV-14,thrillers,Christina Ricci  Clea DuVall  Gregg Henry,Movie TV-14 thrillers united states christina ricci  clea duvall  gregg henry
Movie,lo and behold: reveries of the connected world,werner herzog,united states,PG-13,documentaries,Werner Herzog,Movie PG-13 documentaries united states werner herzog
Movie,"lock, stock and two smoking barrels",jason flemyng  dexter fletcher  nick moran,united kingdom,R,"action & adventure, comedies, independent movies",Jason Flemyng  Dexter Fletcher  Nick Moran,"Movie R action & adventure, comedies, independent movies united kingdom jason flemyng  dexter fletcher  nick moran"
Movie,locke,tom hardy  olivia colman  ruth wilson,"united kingdom, united states",R,"dramas, independent movies",Tom Hardy  Olivia Colman  Ruth Wilson,"Movie R dramas, independent movies united kingdom, united states tom hardy  olivia colman  ruth wilson"
Movie,lockout,guy pearce  maggie grace  joseph gilgun,"france, united states",PG-13,"action & adventure, international movies, sci-fi & fantasy",Guy Pearce  Maggie Grace  Joseph Gilgun,"Movie PG-13 action & adventure, international movies, sci-fi & fantasy france, united states guy pearce  maggie grace  joseph gilgun"
Movie,loco love,evan deverian  melany bennet  jordan t. wilson,mexico,TV-MA,"dramas, independent movies, international movies",Evan Deverian  Melany Bennet  Jordan T. Wilson,"Movie TV-MA dramas, independent movies, international movies mexico evan deverian  melany bennet  jordan t. wilson"
Movie,logan's run,michael york  richard jordan  farrah fawcett,united states,PG,"action & adventure, classic movies, cult movies",Michael York  Richard Jordan  Farrah Fawcett,"Movie PG action & adventure, classic movies, cult movies united states michael york  richard jordan  farrah fawcett"
Movie,lolita,james mason  shelley winters  peter sellers,"united kingdom, united states",R,"classic movies, dramas, romantic movies",James Mason  Shelley Winters  Peter Sellers,"Movie R classic movies, dramas, romantic movies united kingdom, united states james mason  shelley winters  peter sellers"
Movie,long time running,gord downie  paul langlois  gord sinclair,canada,TV-14,"documentaries, international movies, music & musicals",Gord Downie  Paul Langlois  Gord Sinclair,"Movie TV-14 documentaries, international movies, music & musicals canada gord downie  paul langlois  gord sinclair"
Movie,"look out, officer",stephen chow  bill tung  stanley sui-fan fung,hong kong,TV-14,"action & adventure, comedies, international movies",Stephen Chow  Bill Tung  Stanley Sui-Fan Fung,"Movie TV-14 action & adventure, comedies, international movies hong kong stephen chow  bill tung  stanley sui-fan fung"
Movie,look who's back,oliver masucci  fabian busch  christoph maria herbst,germany,NR,"comedies, international movies",Oliver Masucci  Fabian Busch  Christoph Maria Herbst,"Movie NR comedies, international movies germany oliver masucci  fabian busch  christoph maria herbst"
Movie,lorai: play to live,prasenjit chatterjee  payel sarkar  indrasish roy,india,TV-14,"dramas, international movies, sports movies",Prasenjit Chatterjee  Payel Sarkar  Indrasish Roy,"Movie TV-14 dramas, international movies, sports movies india prasenjit chatterjee  payel sarkar  indrasish roy"
Movie,los niños héroes de chapultepec,unknown,unknown,TV-14,"documentaries, international movies",unknown,"Movie TV-14 documentaries, international movies unknown unknown"
Movie,losing sight of shore,unknown,"united states, australia, samoa, united kingdom",TV-14,"documentaries, sports movies",unknown,"Movie TV-14 documentaries, sports movies united states, australia, samoa, united kingdom unknown"
Movie,love dot com: the social experiment,brave williams  tobias truvillion  kym whitley,united states,TV-MA,"comedies, romantic movies",Brave Williams  Tobias Truvillion  Kym Whitley,"Movie TV-MA comedies, romantic movies united states brave williams  tobias truvillion  kym whitley"
Movie,love in a puff,miriam chin wah yeung  shawn yue  singh hartihan bitto,hong kong,TV-MA,"comedies, dramas, international movies",Miriam Chin Wah Yeung  Shawn Yue  Singh Hartihan Bitto,"Movie TV-MA comedies, dramas, international movies hong kong miriam chin wah yeung  shawn yue  singh hartihan bitto"
Movie,love ni bhavai,malhar thakar  pratik gandhi  aarohi patel,india,TV-14,"comedies, international movies, romantic movies",Malhar Thakar  Pratik Gandhi  Aarohi Patel,"Movie TV-14 comedies, international movies, romantic movies india malhar thakar  pratik gandhi  aarohi patel"
Movie,love on delivery,stephen chow  christy chung  ng man-tat,hong kong,TV-14,"action & adventure, comedies, international movies",Stephen Chow  Christy Chung  Ng Man-Tat,"Movie TV-14 action & adventure, comedies, international movies hong kong stephen chow  christy chung  ng man-tat"
Movie,love shot,dakota loesch  amy tsang  john kapelos,united states,TV-MA,"dramas, thrillers",Dakota Loesch  Amy Tsang  John Kapelos,"Movie TV-MA dramas, thrillers united states dakota loesch  amy tsang  john kapelos"
Movie,love station,menna shalaby  sherif salama  yousra el lozy,egypt,TV-14,"comedies, international movies, romantic movies",Menna Shalaby  Sherif Salama  Yousra El Lozy,"Movie TV-14 comedies, international movies, romantic movies egypt menna shalaby  sherif salama  yousra el lozy"
Movie,love you... love you not,chelsea islan  hamish daud  miller khan,indonesia,TV-14,"comedies, international movies, romantic movies",Chelsea Islan  Hamish Daud  Miller Khan,"Movie TV-14 comedies, international movies, romantic movies indonesia chelsea islan  hamish daud  miller khan"
Movie,"love, rosie",lily collins  sam claflin  christian cooke,"germany, united kingdom",R,"comedies, international movies, romantic movies",Lily Collins  Sam Claflin  Christian Cooke,"Movie R comedies, international movies, romantic movies germany, united kingdom lily collins  sam claflin  christian cooke"
Movie,lovetrue,unknown,united states,TV-MA,documentaries,unknown,Movie TV-MA documentaries united states unknown
Movie,loving annabelle,erin kelly  diane gaidry  laura breckenridge,united states,TV-MA,"dramas, independent movies, lgbtq movies",Erin Kelly  Diane Gaidry  Laura Breckenridge,"Movie TV-MA dramas, independent movies, lgbtq movies united states erin kelly  diane gaidry  laura breckenridge"
Movie,loving you,lau ching wan  carman lee  tsung-hua to,hong kong,TV-14,"dramas, international movies",Lau Ching Wan  Carman Lee  Tsung-Hua To,"Movie TV-14 dramas, international movies hong kong lau ching wan  carman lee  tsung-hua to"
Movie,lucha: playing the impossible,luciana aymar,argentina,TV-PG,"documentaries, international movies, sports movies",Luciana Aymar,"Movie TV-PG documentaries, international movies, sports movies argentina luciana aymar"
Movie,lucky: no time for love,salman khan  sneha ullal  mithun chakraborty,india,TV-14,"dramas, international movies, romantic movies",Salman Khan  Sneha Ullal  Mithun Chakraborty,"Movie TV-14 dramas, international movies, romantic movies india salman khan  sneha ullal  mithun chakraborty"
Movie,lupt,javed jaffrey  vijay raaz  karan aanand,india,TV-14,"horror movies, international movies, thrillers",Javed Jaffrey  Vijay Raaz  Karan Aanand,"Movie TV-14 horror movies, international movies, thrillers india javed jaffrey  vijay raaz  karan aanand"
Movie,lusers,carlos alcántara  pablo granados  felipe izquierdo,"argentina, chile, peru",TV-MA,"comedies, international movies, sports movies",Carlos Alcántara  Pablo Granados  Felipe Izquierdo,"Movie TV-MA comedies, international movies, sports movies argentina, chile, peru carlos alcántara  pablo granados  felipe izquierdo"
Movie,ma chu ka,pasupathy  janani iyer  pratap pothen,india,TV-14,"international movies, thrillers",Pasupathy  Janani Iyer  Pratap Pothen,"Movie TV-14 international movies, thrillers india pasupathy  janani iyer  pratap pothen"
Movie,maacher jhol,ritwick chakraborty  mamata shankar  paoli dam,"india, france",TV-PG,"dramas, international movies",Ritwick Chakraborty  Mamata Shankar  Paoli Dam,"Movie TV-PG dramas, international movies india, france ritwick chakraborty  mamata shankar  paoli dam"
Movie,mac & devin go to high school,snoop dogg  wiz khalifa  mike epps,united states,R,comedies,Snoop Dogg  Wiz Khalifa  Mike Epps,Movie R comedies united states snoop dogg  wiz khalifa  mike epps
Movie,macchli jal ki rani hai,swara bhaskar  bhanu uday  murli sharma,india,TV-MA,"horror movies, international movies",Swara Bhaskar  Bhanu Uday  Murli Sharma,"Movie TV-MA horror movies, international movies india swara bhaskar  bhanu uday  murli sharma"
Movie,mad max,mel gibson  joanne samuel  hugh keays-byrne,"australia, united states",R,"action & adventure, classic movies, cult movies",Mel Gibson  Joanne Samuel  Hugh Keays-Byrne,"Movie R action & adventure, classic movies, cult movies australia, united states mel gibson  joanne samuel  hugh keays-byrne"
Movie,mad money,diane keaton  queen latifah  katie holmes,united states,PG-13,comedies,Diane Keaton  Queen Latifah  Katie Holmes,Movie PG-13 comedies united states diane keaton  queen latifah  katie holmes
Movie,mad ron's prevues from hell,nick pawlow  jordu schell  jay kushwara,united states,NR,"cult movies, horror movies",Nick Pawlow  Jordu Schell  Jay Kushwara,"Movie NR cult movies, horror movies united states nick pawlow  jordu schell  jay kushwara"
Movie,mad world,shawn yue  eric tsang  elaine jin,hong kong,TV-MA,"dramas, international movies",Shawn Yue  Eric Tsang  Elaine Jin,"Movie TV-MA dramas, international movies hong kong shawn yue  eric tsang  elaine jin"
Movie,madaari,irrfan khan  jimmy shergill  vishesh bansal,india,TV-14,"dramas, independent movies, international movies",Irrfan Khan  Jimmy Shergill  Vishesh Bansal,"Movie TV-14 dramas, independent movies, international movies india irrfan khan  jimmy shergill  vishesh bansal"
Movie,maddman: the steve madden story,steve madden,united states,TV-MA,documentaries,Steve Madden,Movie TV-MA documentaries united states steve madden
Movie,madre,daniela ramírez  cristobal tapia montt  aida,chile,TV-MA,"international movies, thrillers",Daniela Ramírez  Cristobal Tapia Montt  Aida,"Movie TV-MA international movies, thrillers chile daniela ramírez  cristobal tapia montt  aida"
Movie,magic snowflake,nathan simony  benoît allemane  vincent grass,"france, belgium",TV-Y,children & family movies,Nathan Simony  Benoît Allemane  Vincent Grass,"Movie TV-Y children & family movies france, belgium nathan simony  benoît allemane  vincent grass"
Movie,magnetic,tom barrer  liam whaley  wille lindberg,france,TV-14,"action & adventure, documentaries, international movies",Tom Barrer  Liam Whaley  Wille Lindberg,"Movie TV-14 action & adventure, documentaries, international movies france tom barrer  liam whaley  wille lindberg"
Movie,magnus,magnus carlsen,norway,TV-PG,"children & family movies, documentaries, international movies",Magnus Carlsen,"Movie TV-PG children & family movies, documentaries, international movies norway magnus carlsen"
Movie,mahabharat,amitabh bachchan  ajay devgn  vidya balan,india,TV-14,"action & adventure, dramas, international movies",Amitabh Bachchan  Ajay Devgn  Vidya Balan,"Movie TV-14 action & adventure, dramas, international movies india amitabh bachchan  ajay devgn  vidya balan"
Movie,mahjong heroes,patrick tse  betty ting pei  hua yueh,hong kong,TV-PG,"comedies, international movies",Patrick Tse  Betty Ting Pei  Hua Yueh,"Movie TV-PG comedies, international movies hong kong patrick tse  betty ting pei  hua yueh"
Movie,maine pyaar kyun kiya,salman khan  sushmita sen  sohail khan,india,TV-14,"comedies, international movies, music & musicals",Salman Khan  Sushmita Sen  Sohail Khan,"Movie TV-14 comedies, international movies, music & musicals india salman khan  sushmita sen  sohail khan"
Movie,maine pyar kiya,salman khan  bhagyashree  alok nath,india,TV-PG,"dramas, international movies, music & musicals",Salman Khan  Bhagyashree  Alok Nath,"Movie TV-PG dramas, international movies, music & musicals india salman khan  bhagyashree  alok nath"
Movie,mala kahich problem nahi,gashmeer mahajani  spruha joshi  nirmiti sawant,india,TV-PG,"dramas, international movies",Gashmeer Mahajani  Spruha Joshi  Nirmiti Sawant,"Movie TV-PG dramas, international movies india gashmeer mahajani  spruha joshi  nirmiti sawant"
Movie,malicious,bojana novakovic  josh stewart  delroy lindo,united states,TV-MA,horror movies,Bojana Novakovic  Josh Stewart  Delroy Lindo,Movie TV-MA horror movies united states bojana novakovic  josh stewart  delroy lindo
Movie,man of tai chi,keanu reeves  tiger chen  karen mok,"united states, china, hong kong",R,"action & adventure, dramas",Keanu Reeves  Tiger Chen  Karen Mok,"Movie R action & adventure, dramas united states, china, hong kong keanu reeves  tiger chen  karen mok"
Movie,man up,lake bell  simon pegg  ophelia lovibond,"united kingdom, france",R,"comedies, international movies, romantic movies",Lake Bell  Simon Pegg  Ophelia Lovibond,"Movie R comedies, international movies, romantic movies united kingdom, france lake bell  simon pegg  ophelia lovibond"
Movie,mandi,shabana azmi  smita patil  naseeruddin shah,india,TV-MA,"dramas, independent movies, international movies",Shabana Azmi  Smita Patil  Naseeruddin Shah,"Movie TV-MA dramas, independent movies, international movies india shabana azmi  smita patil  naseeruddin shah"
Movie,mandobasar galpo,paoli dam  parambrata chattopadhyay  indrasish roy,india,TV-14,"dramas, international movies, romantic movies",Paoli Dam  Parambrata Chattopadhyay  Indrasish Roy,"Movie TV-14 dramas, international movies, romantic movies india paoli dam  parambrata chattopadhyay  indrasish roy"
Movie,manglehorn,al pacino  holly hunter  harmony korine,united states,PG-13,"dramas, independent movies",Al Pacino  Holly Hunter  Harmony Korine,"Movie PG-13 dramas, independent movies united states al pacino  holly hunter  harmony korine"
Movie,mango dreams,ram gopal bajaj  pankaj tripathi  sameer kochhar,united states,TV-14,"dramas, independent movies",Ram Gopal Bajaj  Pankaj Tripathi  Sameer Kochhar,"Movie TV-14 dramas, independent movies united states ram gopal bajaj  pankaj tripathi  sameer kochhar"
Movie,manhattan romance,tom o'brien  katherine waterston  caitlin fitzgerald,united states,TV-14,"comedies, independent movies, romantic movies",Tom O'Brien  Katherine Waterston  Caitlin Fitzgerald,"Movie TV-14 comedies, independent movies, romantic movies united states tom o'brien  katherine waterston  caitlin fitzgerald"
Movie,manolo: the boy who made shoes for lizards,manolo blahnik  anna wintour  andré leon talley,united kingdom,TV-MA,"documentaries, international movies",Manolo Blahnik  Anna Wintour  André Leon Talley,"Movie TV-MA documentaries, international movies united kingdom manolo blahnik  anna wintour  andré leon talley"
Movie,mansfield park,frances o'connor  embeth davidtz  jonny lee miller,united kingdom,PG-13,"comedies, dramas, international movies",Frances O'Connor  Embeth Davidtz  Jonny Lee Miller,"Movie PG-13 comedies, dramas, international movies united kingdom frances o'connor  embeth davidtz  jonny lee miller"
Movie,mantostaan,raghuvir yadav  veerendra saxena  sonal sehgal,india,TV-MA,"dramas, independent movies, international movies",Raghuvir Yadav  Veerendra Saxena  Sonal Sehgal,"Movie TV-MA dramas, independent movies, international movies india raghuvir yadav  veerendra saxena  sonal sehgal"
Movie,mantra,rajat kapoor  lushin dubey  kalki koechlin,india,TV-14,"dramas, independent movies, international movies",Rajat Kapoor  Lushin Dubey  Kalki Koechlin,"Movie TV-14 dramas, independent movies, international movies india rajat kapoor  lushin dubey  kalki koechlin"
Movie,mara,olga kurylenko  javier botet  mitch eakins,united kingdom,TV-MA,"horror movies, thrillers",Olga Kurylenko  Javier Botet  Mitch Eakins,"Movie TV-MA horror movies, thrillers united kingdom olga kurylenko  javier botet  mitch eakins"
Movie,marauders,bruce willis  christopher meloni  dave bautista,"canada, united states",R,action & adventure,Bruce Willis  Christopher Meloni  Dave Bautista,"Movie R action & adventure canada, united states bruce willis  christopher meloni  dave bautista"
Movie,mark gatiss: a study in sherlock,benedict cumberbatch  martin freeman  una stubbs,unknown,TV-14,movies,Benedict Cumberbatch  Martin Freeman  Una Stubbs,Movie TV-14 movies unknown benedict cumberbatch  martin freeman  una stubbs
Movie,maroon,manav kaul  devyani cm  saurabh sachdeva,india,TV-MA,"dramas, independent movies, international movies",Manav Kaul  Devyani Cm  Saurabh Sachdeva,"Movie TV-MA dramas, independent movies, international movies india manav kaul  devyani cm  saurabh sachdeva"
Movie,martial arts of shaolin,jet li  jianqiang hu  qiuyan huang,"hong kong, china",R,"action & adventure, international movies",Jet Li  Jianqiang Hu  Qiuyan Huang,"Movie R action & adventure, international movies hong kong, china jet li  jianqiang hu  qiuyan huang"
Movie,martin lawrence live: runteldat,martin lawrence,united states,R,stand-up comedy,Martin Lawrence,Movie R stand-up comedy united states martin lawrence
Movie,martin luther: the idea that changed the world,hugh bonneville,united states,TV-PG,"documentaries, faith & spirituality",Hugh Bonneville,"Movie TV-PG documentaries, faith & spirituality united states hugh bonneville"
Movie,martyrs of marriage,unknown,india,TV-14,"documentaries, international movies",unknown,"Movie TV-14 documentaries, international movies india unknown"
Movie,marvel & espn films present: 1 of 1: genesis,manny pacquiao  michael smith  tony hawk,unknown,TV-PG,"documentaries, sports movies",Manny Pacquiao  Michael Smith  Tony Hawk,"Movie TV-PG documentaries, sports movies unknown manny pacquiao  michael smith  tony hawk"
Movie,marvel's iron man & hulk: heroes united,adrian pasdar  fred tatasciore  dee bradley baker,united states,PG,"action & adventure, sci-fi & fantasy",Adrian Pasdar  Fred Tatasciore  Dee Bradley Baker,"Movie PG action & adventure, sci-fi & fantasy united states adrian pasdar  fred tatasciore  dee bradley baker"
Movie,mary and the witch's flower,ruby barnhill  kate winslet  jim broadbent,japan,PG,"anime features, children & family movies",Ruby Barnhill  Kate Winslet  Jim Broadbent,"Movie PG anime features, children & family movies japan ruby barnhill  kate winslet  jim broadbent"
Movie,mary poppins returns,emily blunt  lin-manuel miranda  ben whishaw,"united states, united kingdom",PG,"children & family movies, music & musicals",Emily Blunt  Lin-Manuel Miranda  Ben Whishaw,"Movie PG children & family movies, music & musicals united states, united kingdom emily blunt  lin-manuel miranda  ben whishaw"
Movie,masoom,shabana azmi  naseeruddin shah  saeed jaffrey,india,TV-14,"dramas, independent movies, international movies",Shabana Azmi  Naseeruddin Shah  Saeed Jaffrey,"Movie TV-14 dramas, independent movies, international movies india shabana azmi  naseeruddin shah  saeed jaffrey"
Movie,master,byung-hun lee  dong-won gang  woo-bin kim,south korea,NR,"action & adventure, international movies",Byung-hun Lee  Dong-won Gang  Woo-bin Kim,"Movie NR action & adventure, international movies south korea byung-hun lee  dong-won gang  woo-bin kim"
Movie,mater,lautaro perotti  tamara kiper  inda lavalle,argentina,TV-MA,"dramas, independent movies, international movies",Lautaro Perotti  Tamara Kiper  Inda Lavalle,"Movie TV-MA dramas, independent movies, international movies argentina lautaro perotti  tamara kiper  inda lavalle"
Movie,matichya chuli,sudhir joshi  vandana gupte  ankush chaudhari,india,TV-14,"comedies, dramas, international movies",Sudhir Joshi  Vandana Gupte  Ankush Chaudhari,"Movie TV-14 comedies, dramas, international movies india sudhir joshi  vandana gupte  ankush chaudhari"
Movie,max rose,jerry lewis  kerry bishé  illeana douglas,united states,TV-14,"dramas, independent movies",Jerry Lewis  Kerry Bishé  Illeana Douglas,"Movie TV-14 dramas, independent movies united states jerry lewis  kerry bishé  illeana douglas"
Movie,may we chat,irene wan  peter mak  rainky wai,hong kong,TV-MA,"dramas, international movies",Irene Wan  Peter Mak  Rainky Wai,"Movie TV-MA dramas, international movies hong kong irene wan  peter mak  rainky wai"
Movie,may you prosper,ahmed rizk  bosy  bayoumi fouad,egypt,TV-14,"comedies, international movies, music & musicals",Ahmed Rizk  Bosy  Bayoumi Fouad,"Movie TV-14 comedies, international movies, music & musicals egypt ahmed rizk  bosy  bayoumi fouad"
Movie,maya angelou: and still i rise,maya angelou  cicely tyson  common,united states,TV-PG,documentaries,Maya Angelou  Cicely Tyson  Common,Movie TV-PG documentaries united states maya angelou  cicely tyson  common
Movie,maynard,unknown,united states,TV-PG,documentaries,unknown,Movie TV-PG documentaries united states unknown
Movie,maza pati karodpati,sachin  supriya pilgaonkar  ashok saraf,india,TV-PG,"comedies, international movies, romantic movies",Sachin  Supriya Pilgaonkar  Ashok Saraf,"Movie TV-PG comedies, international movies, romantic movies india sachin  supriya pilgaonkar  ashok saraf"
Movie,me and the alien,ines de tavira  juan pablo campa  paco de la fuente,mexico,TV-MA,"comedies, dramas, international movies",Ines De Tavira  Juan Pablo Campa  Paco de la Fuente,"Movie TV-MA comedies, dramas, international movies mexico ines de tavira  juan pablo campa  paco de la fuente"
Movie,mean dreams,bill paxton  sophie nélisse  josh wiggins,canada,R,"dramas, independent movies, thrillers",Bill Paxton  Sophie Nélisse  Josh Wiggins,"Movie R dramas, independent movies, thrillers canada bill paxton  sophie nélisse  josh wiggins"
Movie,mean streets,robert de niro  harvey keitel  david proval,united states,R,"classic movies, dramas, independent movies",Robert De Niro  Harvey Keitel  David Proval,"Movie R classic movies, dramas, independent movies united states robert de niro  harvey keitel  david proval"
Movie,meditation park,cheng pei-pei  tzi ma  sandra oh,canada,TV-PG,dramas,Cheng Pei-pei  Tzi Ma  Sandra Oh,Movie TV-PG dramas canada cheng pei-pei  tzi ma  sandra oh
Movie,medium,władysław kowalski  michał bajor  jerzy zelnik,"poland, west germany",TV-MA,"horror movies, international movies, thrillers",Władysław Kowalski  Michał Bajor  Jerzy Zelnik,"Movie TV-MA horror movies, international movies, thrillers poland, west germany władysław kowalski  michał bajor  jerzy zelnik"
Movie,meet the trumps: from immigrant to president,unknown,united kingdom,TV-14,documentaries,unknown,Movie TV-14 documentaries united kingdom unknown
Movie,melle,amith chakalakkal  thanuja karthik  joy mathew,india,TV-PG,"dramas, international movies, romantic movies",Amith Chakalakkal  Thanuja Karthik  Joy Mathew,"Movie TV-PG dramas, international movies, romantic movies india amith chakalakkal  thanuja karthik  joy mathew"
Movie,melvin goes to dinner,michael blieden  stephanie courtney  annabelle gurwitch,united states,R,"comedies, dramas, independent movies",Michael Blieden  Stephanie Courtney  Annabelle Gurwitch,"Movie R comedies, dramas, independent movies united states michael blieden  stephanie courtney  annabelle gurwitch"
Movie,memoir of a murderer,kyung-gu seol  nam-gil kim  seol-hyun kim,south korea,TV-MA,"dramas, international movies, thrillers",Kyung-gu Seol  Nam-gil Kim  Seol-hyun Kim,"Movie TV-MA dramas, international movies, thrillers south korea kyung-gu seol  nam-gil kim  seol-hyun kim"
Movie,memory games,unknown,"germany, united states, sweden",TV-14,documentaries,unknown,"Movie TV-14 documentaries germany, united states, sweden unknown"
Movie,men in black,tommy lee jones  will smith  linda fiorentino,united states,PG-13,"action & adventure, comedies, sci-fi & fantasy",Tommy Lee Jones  Will Smith  Linda Fiorentino,"Movie PG-13 action & adventure, comedies, sci-fi & fantasy united states tommy lee jones  will smith  linda fiorentino"
Movie,men in black ii,tommy lee jones  will smith  rip torn,united states,PG-13,"action & adventure, comedies, sci-fi & fantasy",Tommy Lee Jones  Will Smith  Rip Torn,"Movie PG-13 action & adventure, comedies, sci-fi & fantasy united states tommy lee jones  will smith  rip torn"
Movie,menorca,tammy gillis  sheila campbell  talia pura,"canada, spain",TV-MA,"dramas, independent movies",Tammy Gillis  Sheila Campbell  Talia Pura,"Movie TV-MA dramas, independent movies canada, spain tammy gillis  sheila campbell  talia pura"
Movie,merantau,iko uwais  sisca jessica  christine hakim,indonesia,R,"action & adventure, dramas, international movies",Iko Uwais  Sisca Jessica  Christine Hakim,"Movie R action & adventure, dramas, international movies indonesia iko uwais  sisca jessica  christine hakim"
Movie,merry men: the real yoruba demons,ramsey nouah  jim iyke  ayo makun,nigeria,TV-MA,"comedies, international movies",Ramsey Nouah  Jim Iyke  Ayo Makun,"Movie TV-MA comedies, international movies nigeria ramsey nouah  jim iyke  ayo makun"
